COMPOUND_NAME	SACRI_PERIOD	DOSE_LEVEL	RBC(x10_4/ul)	Hb(g/dL)	Ht(%)	MCV(fL)	MCH(pg)	MCHC(%)	Ret(%)	Plat(x10_4/uL)	WBC(x10_2/uL)	Neu(%)	Eos(%)	Bas(%)	Mono(%)	Lym(%)	PT(s)	APTT(s)	Fbg(mg/dL)	ALP(IU/L)	TC(mg/dL)	TG(mg/dL)	PL(mg/dL)	TBIL(mg/dL)	DBIL(mg/dL)	GLC(mg/dL)	BUN(mg/dL)	CRE(mg/dL)	Na(meq/L)	K(meq/L)	Cl(meq/L)	Ca(mg/dL)	IP(mg/dL)	TP(g/dL)	RALB(g/dL)	A/G	AST(IU/L)	ALT(IU/L)	LDH(IU/L)	GTP(IU/L)	stratify_col
mefenamic acid	8 day	Middle	647.0	13.8	38.2	59.0	21.3	36.2	4.4	117.6	123.9	8.0	1.0	0.0	2.0	87.0	12.3	20.2	219.0	1024.0	88.0	65.0	156.0	0.13	0.07	228.0	15.0	0.4	142.0	3.5	104.0	10.8	7.0	5.5	3.3	1.5	86.0	40.0	174.0	1.0	mefenamic acid_8 day_Middle
mefenamic acid	8 day	Middle	628.0	14.1	39.1	62.3	22.5	36.1	6.4	117.6	115.8	13.0	1.0	0.0	2.0	81.0	11.6	19.8	234.0	771.0	87.0	91.0	156.0	0.15	0.08	217.0	16.0	0.4	141.0	3.7	103.0	10.8	8.0	5.7	3.4	1.5	75.0	32.0	174.0	1.0	mefenamic acid_8 day_Middle
mefenamic acid	15 day	Middle	679.0	14.5	41.2	60.7	21.3	35.1	4.3	104.2	107.9	14.0	1.0	0.0	2.0	80.0	12.5	20.7	214.0	1155.0	82.0	76.0	143.0	0.15	0.1	211.0	19.0	0.4	140.0	3.7	103.0	10.3	7.0	5.7	3.3	1.4	83.0	43.0	206.0	1.0	mefenamic acid_15 day_Middle
mefenamic acid	15 day	Middle	655.0	14.1	39.8	60.8	21.5	35.3	4.2	116.4	167.8	31.0	1.0	0.0	3.0	63.0	13.1	22.0	281.0	680.0	52.0	53.0	107.0	0.14	0.08	191.0	18.0	0.5	140.0	4.4	104.0	10.3	7.6	5.4	3.2	1.5	64.0	48.0	126.0	1.0	mefenamic acid_15 day_Middle
mefenamic acid	15 day	Middle	671.0	14.7	41.3	61.6	21.9	35.5	4.4	107.5	111.8	11.0	1.0	0.0	2.0	84.0	12.4	20.9	241.0	797.0	96.0	121.0	186.0	0.17	0.11	209.0	18.0	0.4	142.0	4.1	104.0	10.8	7.5	6.0	3.5	1.4	58.0	37.0	131.0	1.0	mefenamic acid_15 day_Middle
mefenamic acid	15 day	Middle	638.0	14.1	40.0	62.7	22.1	35.3	4.3	99.9	138.2	22.0	0.0	0.0	3.0	73.0	12.2	18.3	253.0	740.0	83.0	72.0	160.0	0.14	0.06	211.0	17.0	0.5	141.0	3.9	103.0	10.7	7.2	5.8	3.4	1.4	62.0	38.0	99.0	1.0	mefenamic acid_15 day_Middle
mefenamic acid	15 day	Middle	677.0	14.4	40.7	60.1	21.3	35.4	4.9	93.4	97.6	15.0	1.0	0.0	2.0	80.0	11.8	19.7	245.0	618.0	82.0	87.0	149.0	0.15	0.08	219.0	19.0	0.5	141.0	4.0	103.0	10.9	7.5	6.1	3.3	1.2	56.0	32.0	130.0	1.0	mefenamic acid_15 day_Middle
mefenamic acid	29 day	Middle	813.0	16.4	47.1	57.9	20.2	34.9	2.1	109.6	98.9	19.0	1.0	0.0	3.0	77.0	12.1	18.9	281.0	700.0	102.0	175.0	185.0	0.21	0.15	216.0	19.0	0.5	141.0	3.4	103.0	10.9	7.0	6.3	3.7	1.4	69.0	47.0	172.0	1.0	mefenamic acid_29 day_Middle
mefenamic acid	29 day	Middle	789.0	15.6	44.7	56.6	19.7	34.8	2.4	95.6	109.9	19.0	1.0	0.0	2.0	77.0	12.2	20.0	245.0	673.0	71.0	51.0	120.0	0.13	0.07	197.0	16.0	0.5	141.0	3.5	105.0	10.5	6.8	6.5	3.5	1.2	60.0	34.0	104.0	2.0	mefenamic acid_29 day_Middle
mefenamic acid	29 day	Middle	757.0	15.3	43.3	57.2	20.2	35.3	2.5	110.2	84.4	26.0	2.0	0.0	2.0	69.0	12.3	19.8	266.0	652.0	105.0	63.0	169.0	0.14	0.08	221.0	18.0	0.6	141.0	3.3	104.0	10.8	5.5	6.3	3.7	1.4	63.0	33.0	156.0	2.0	mefenamic acid_29 day_Middle
mefenamic acid	29 day	Middle	813.0	15.7	44.7	55.0	19.3	35.2	2.3	89.6	98.9	14.0	1.0	0.0	2.0	82.0	12.5	20.8	241.0	697.0	90.0	79.0	165.0	0.13	0.08	239.0	18.0	0.5	141.0	3.6	102.0	11.0	7.1	6.4	3.6	1.3	58.0	31.0	95.0	1.0	mefenamic acid_29 day_Middle
mefenamic acid	29 day	Middle	812.0	16.0	44.3	54.6	19.7	36.1	2.4	87.0	99.4	25.0	1.0	0.0	2.0	70.0	12.3	17.3	276.0	643.0	81.0	40.0	145.0	0.12	0.06	224.0	19.0	0.5	142.0	3.9	107.0	10.4	7.2	5.9	3.4	1.4	62.0	32.0	192.0	2.0	mefenamic acid_29 day_Middle
mefenamic acid	8 day	High	536.0	11.8	33.3	62.1	21.9	35.3	8.7	140.5	165.1	27.0	1.0	0.0	3.0	67.0	11.6	18.1	281.0	585.0	82.0	105.0	147.0	0.14	0.08	206.0	17.0	0.4	141.0	3.6	103.0	10.1	6.9	5.0	2.7	1.2	57.0	26.0	183.0	0.0	mefenamic acid_8 day_High
mefenamic acid	8 day	High	547.0	11.6	33.5	61.2	21.3	34.8	10.0	132.2	190.1	37.0	1.0	0.0	3.0	58.0	11.6	17.6	257.0	610.0	78.0	126.0	145.0	0.15	0.1	205.0	16.0	0.4	141.0	3.6	105.0	10.3	6.9	5.1	3.0	1.4	59.0	31.0	154.0	1.0	mefenamic acid_8 day_High
mefenamic acid	8 day	High	555.0	11.8	33.2	59.8	21.3	35.5	7.5	138.8	179.3	19.0	1.0	0.0	3.0	74.0	11.5	18.3	281.0	526.0	75.0	77.0	140.0	0.12	0.06	206.0	13.0	0.3	140.0	3.8	105.0	10.0	7.2	4.8	2.9	1.5	71.0	43.0	279.0	1.0	mefenamic acid_8 day_High
mefenamic acid	8 day	High	445.0	9.7	28.8	64.7	21.9	33.8	20.0	203.8	255.7	31.0	1.0	0.0	4.0	53.0	11.1	18.1	395.0	499.0	71.0	282.0	156.0	0.16	0.11	192.0	15.0	0.4	140.0	3.7	102.0	10.1	7.2	4.9	2.5	1.0	52.0	20.0	234.0	2.0	mefenamic acid_8 day_High
mefenamic acid	8 day	High	449.0	10.7	32.6	72.6	23.8	32.7	28.1	184.7	217.0	27.0	1.0	0.0	4.0	66.0	11.8	14.3	307.0	652.0	91.0	92.0	164.0	0.13	0.07	177.0	18.0	0.4	141.0	4.7	103.0	10.9	8.2	5.3	3.2	1.5	64.0	28.0	289.0	1.0	mefenamic acid_8 day_High
mefenamic acid	15 day	High	434.0	10.3	32.2	74.2	23.7	32.0	22.4	187.5	216.1	34.0	1.0	0.0	2.0	61.0	11.6	20.2	266.0	452.0	78.0	200.0	169.0	0.17	0.12	188.0	19.0	0.5	141.0	5.0	104.0	10.3	6.6	5.0	2.9	1.4	55.0	26.0	141.0	2.0	mefenamic acid_15 day_High
mefenamic acid	15 day	High	434.0	9.6	30.3	69.9	22.2	31.7	23.2	247.0	198.0	29.0	2.0	0.0	3.0	63.0	11.3	18.9	339.0	406.0	81.0	173.0	167.0	0.11	0.07	182.0	18.0	0.5	142.0	4.4	105.0	10.1	5.7	4.9	2.5	1.0	49.0	24.0	111.0	2.0	mefenamic acid_15 day_High
mefenamic acid	15 day	High	518.0	12.8	37.0	71.5	24.8	34.7	13.6	206.8	157.1	37.0	0.0	0.0	3.0	58.0	12.6	19.4	271.0	544.0	70.0	83.0	135.0	0.15	0.1	191.0	22.0	0.5	142.0	4.4	104.0	10.4	7.0	5.6	3.2	1.3	71.0	36.0	170.0	1.0	mefenamic acid_15 day_High
mefenamic acid	15 day	High	481.0	11.9	34.6	71.9	24.8	34.5	16.2	160.5	222.9	49.0	1.0	0.0	3.0	45.0	12.1	19.9	291.0	504.0	83.0	225.0	178.0	0.16	0.11	189.0	18.0	0.5	141.0	3.8	103.0	10.9	6.7	5.2	2.8	1.2	54.0	34.0	159.0	2.0	mefenamic acid_15 day_High
mefenamic acid	29 day	High	527.0	11.4	35.2	66.8	21.6	32.4	13.6	155.0	154.8	31.0	0.0	0.0	2.0	62.0	11.7	18.4	249.0	554.0	84.0	111.0	141.0	0.15	0.1	179.0	21.0	0.5	142.0	3.6	105.0	10.4	6.8	5.2	2.9	1.3	73.0	27.0	194.0	1.0	mefenamic acid_29 day_High
mefenamic acid	29 day	High	418.0	8.8	30.6	73.1	20.9	28.6	33.1	196.5	349.0	40.0	1.0	0.0	3.0	53.0	11.4	21.1	346.0	320.0	84.0	254.0	195.0	0.17	0.12	193.0	21.0	0.5	141.0	4.1	105.0	10.4	6.8	5.5	2.9	1.1	66.0	32.0	100.0	2.0	mefenamic acid_29 day_High
mefenamic acid	29 day	High	459.0	10.1	31.9	69.4	22.0	31.7	22.2	185.5	247.4	48.0	1.0	0.0	2.0	48.0	11.6	18.1	291.0	362.0	88.0	280.0	191.0	0.17	0.12	184.0	22.0	0.6	141.0	3.6	104.0	10.4	5.5	5.2	2.9	1.3	57.0	29.0	278.0	2.0	mefenamic acid_29 day_High
mefenamic acid	29 day	High	488.0	9.7	31.5	64.6	19.8	30.7	20.3	208.9	345.0	38.0	1.0	0.0	4.0	54.0	11.5	18.5	386.0	295.0	93.0	203.0	180.0	0.13	0.07	206.0	18.0	0.5	141.0	3.6	103.0	10.5	7.4	5.4	2.7	1.0	77.0	35.0	93.0	3.0	mefenamic acid_29 day_High
famotidine	8 day	Low	599.0	13.3	37.4	62.4	22.1	35.5	5.2	111.3	99.4	15.0	1.0	0.0	4.0	79.0	11.9	23.3	217.0	826.0	80.0	83.0	149.0	0.16	0.1	189.0	15.0	0.4	141.0	4.0	103.0	10.7	6.3	5.5	3.4	1.6	61.0	25.0	131.0	1.0	famotidine_8 day_Low
famotidine	8 day	Low	600.0	13.5	37.7	62.9	22.4	35.7	5.7	128.1	104.6	13.0	1.0	0.0	2.0	84.0	12.1	20.2	214.0	1130.0	89.0	139.0	175.0	0.17	0.12	179.0	19.0	0.4	141.0	4.5	102.0	10.9	7.0	5.7	3.4	1.5	58.0	26.0	203.0	1.0	famotidine_8 day_Low
famotidine	8 day	Low	630.0	13.5	37.9	60.1	21.4	35.6	4.9	125.1	78.2	18.0	1.0	0.0	2.0	78.0	12.2	21.2	217.0	922.0	67.0	86.0	126.0	0.15	0.1	180.0	16.0	0.4	142.0	4.0	105.0	10.6	6.8	5.4	3.2	1.5	62.0	28.0	144.0	1.0	famotidine_8 day_Low
famotidine	8 day	Low	643.0	14.0	38.6	60.1	21.8	36.3	4.7	109.1	93.0	17.0	1.0	0.0	2.0	79.0	12.1	21.1	212.0	732.0	72.0	65.0	143.0	0.13	0.06	188.0	14.0	0.4	142.0	3.9	104.0	10.7	7.2	5.7	3.3	1.4	70.0	26.0	219.0	1.0	famotidine_8 day_Low
famotidine	8 day	Low	588.0	13.2	36.5	62.1	22.5	36.3	5.6	107.2	100.5	19.0	1.0	0.0	4.0	73.0	12.1	18.8	228.0	1094.0	85.0	118.0	162.0	0.18	0.11	178.0	18.0	0.4	138.0	4.3	101.0	10.8	7.7	5.8	3.5	1.5	84.0	47.0	329.0	2.0	famotidine_8 day_Low
famotidine	15 day	Low	703.0	14.1	41.6	59.1	20.1	34.0	3.7	116.4	70.9	18.0	1.0	0.0	2.0	78.0	12.3	23.1	217.0	853.0	75.0	115.0	147.0	0.19	0.12	192.0	18.0	0.5	139.0	4.1	102.0	9.9	6.7	5.2	3.3	1.7	69.0	41.0	160.0	1.0	famotidine_15 day_Low
famotidine	15 day	Low	718.0	15.1	43.8	61.0	21.0	34.5	3.7	93.0	107.2	21.0	0.0	0.0	3.0	74.0	12.8	25.6	209.0	1145.0	51.0	150.0	121.0	0.2	0.13	194.0	16.0	0.5	141.0	4.0	104.0	10.5	7.3	5.7	3.5	1.6	71.0	38.0	184.0	2.0	famotidine_15 day_Low
famotidine	15 day	Low	700.0	14.7	41.7	59.5	21.0	35.2	4.2	115.1	80.8	15.0	0.0	0.0	3.0	79.0	12.7	20.9	217.0	642.0	79.0	78.0	146.0	0.13	0.06	206.0	14.0	0.5	138.0	4.0	103.0	10.5	6.9	5.6	3.2	1.3	59.0	37.0	278.0	2.0	famotidine_15 day_Low
famotidine	15 day	Low	628.0	13.9	40.0	63.8	22.2	34.8	4.9	119.0	106.7	19.0	1.0	0.0	3.0	75.0	12.4	20.8	225.0	1085.0	72.0	99.0	156.0	0.16	0.08	196.0	12.0	0.5	143.0	3.7	106.0	11.2	7.5	5.7	3.5	1.6	62.0	35.0	156.0	2.0	famotidine_15 day_Low
famotidine	15 day	Low	710.0	14.3	40.4	56.8	20.2	35.5	3.3	114.6	106.8	16.0	1.0	0.0	1.0	81.0	12.8	20.5	219.0	867.0	58.0	115.0	136.0	0.14	0.09	193.0	16.0	0.5	142.0	3.8	105.0	10.4	6.7	5.7	3.2	1.3	61.0	39.0	127.0	1.0	famotidine_15 day_Low
famotidine	29 day	Low	785.0	15.7	43.9	56.0	20.0	35.8	1.9	87.5	102.0	12.0	1.0	0.0	3.0	82.0	12.8	22.3	212.0	536.0	55.0	117.0	127.0	0.15	0.08	250.0	16.0	0.6	141.0	4.0	104.0	9.5	6.4	5.6	3.4	1.5	54.0	33.0	103.0	1.0	famotidine_29 day_Low
famotidine	29 day	Low	828.0	16.1	45.3	54.7	19.4	35.5	2.0	101.7	105.8	11.0	2.0	0.0	1.0	85.0	13.0	21.6	217.0	403.0	63.0	90.0	126.0	0.14	0.06	230.0	13.0	0.6	142.0	3.6	103.0	10.0	7.1	5.9	3.4	1.4	59.0	27.0	191.0	2.0	famotidine_29 day_Low
famotidine	29 day	Low	791.0	15.4	43.6	55.1	19.4	35.3	2.5	90.7	93.9	14.0	2.0	0.0	2.0	81.0	12.5	21.7	212.0	513.0	50.0	126.0	115.0	0.17	0.09	214.0	15.0	0.5	139.0	3.7	102.0	10.0	7.0	5.9	3.3	1.3	55.0	29.0	102.0	1.0	famotidine_29 day_Low
famotidine	29 day	Low	803.0	15.4	43.2	53.8	19.2	35.8	2.2	108.1	63.8	17.0	1.0	0.0	1.0	79.0	12.8	22.3	228.0	787.0	61.0	72.0	116.0	0.14	0.08	224.0	17.0	0.6	142.0	4.0	105.0	9.9	6.3	6.0	3.2	1.1	59.0	35.0	148.0	1.0	famotidine_29 day_Low
famotidine	29 day	Low	773.0	14.8	42.4	54.9	19.1	34.9	2.5	94.9	85.3	17.0	2.0	0.0	1.0	79.0	12.7	19.6	228.0	648.0	60.0	50.0	122.0	0.13	0.06	291.0	18.0	0.6	140.0	4.9	103.0	10.3	8.7	6.0	3.4	1.3	71.0	35.0	120.0	1.0	famotidine_29 day_Low
famotidine	8 day	Middle	642.0	14.4	40.5	63.2	22.4	35.5	5.6	105.0	102.9	12.0	1.0	0.0	2.0	83.0	12.1	20.0	225.0	703.0	93.0	159.0	184.0	0.15	0.1	232.0	17.0	0.5	140.0	4.2	101.0	10.8	8.5	5.7	3.2	1.3	62.0	34.0	129.0	1.0	famotidine_8 day_Middle
famotidine	8 day	Middle	600.0	13.2	36.6	61.0	22.0	36.0	4.9	113.0	79.7	13.0	1.0	0.0	2.0	82.0	12.0	19.9	231.0	1089.0	81.0	153.0	156.0	0.18	0.12	177.0	13.0	0.4	142.0	4.4	104.0	10.9	7.6	5.7	3.6	1.7	61.0	33.0	272.0	2.0	famotidine_8 day_Middle
famotidine	8 day	Middle	631.0	13.8	38.5	61.1	21.9	35.8	5.4	137.6	93.6	19.0	1.0	0.0	2.0	77.0	12.1	20.9	225.0	1136.0	79.0	70.0	153.0	0.14	0.09	180.0	19.0	0.4	142.0	4.2	105.0	10.6	6.3	5.6	3.4	1.5	67.0	34.0	130.0	1.0	famotidine_8 day_Middle
famotidine	8 day	Middle	646.0	14.0	39.7	61.4	21.7	35.4	4.5	117.0	81.1	17.0	1.0	0.0	3.0	78.0	12.2	19.8	225.0	795.0	77.0	97.0	155.0	0.14	0.08	208.0	13.0	0.4	143.0	4.1	103.0	11.0	8.1	5.8	3.4	1.4	66.0	36.0	163.0	1.0	famotidine_8 day_Middle
famotidine	8 day	Middle	629.0	14.1	38.9	61.9	22.3	36.1	5.4	100.3	72.2	19.0	1.0	0.0	2.0	76.0	11.8	20.7	219.0	884.0	89.0	78.0	157.0	0.13	0.07	167.0	16.0	0.4	140.0	3.9	104.0	10.8	7.5	5.5	3.4	1.6	70.0	34.0	223.0	2.0	famotidine_8 day_Middle
famotidine	15 day	Middle	685.0	14.4	41.8	61.0	21.0	34.4	3.9	110.0	165.5	12.0	0.0	0.0	2.0	85.0	13.1	20.3	231.0	754.0	69.0	58.0	125.0	0.15	0.08	188.0	13.0	0.5	140.0	3.6	103.0	10.3	6.9	5.6	3.4	1.5	70.0	43.0	165.0	2.0	famotidine_15 day_Middle
famotidine	15 day	Middle	696.0	14.2	42.2	60.7	20.3	33.5	4.1	131.1	143.0	17.0	1.0	0.0	3.0	78.0	12.2	20.5	219.0	725.0	75.0	135.0	151.0	0.18	0.11	209.0	15.0	0.5	141.0	3.6	104.0	11.0	7.2	5.9	3.8	1.8	63.0	31.0	186.0	5.0	famotidine_15 day_Middle
famotidine	15 day	Middle	724.0	15.2	43.8	60.5	20.9	34.6	4.6	112.5	99.7	20.0	1.0	0.0	4.0	74.0	12.6	20.8	212.0	745.0	82.0	88.0	159.0	0.16	0.1	199.0	15.0	0.5	139.0	4.1	102.0	10.7	7.7	5.8	3.5	1.5	61.0	38.0	107.0	1.0	famotidine_15 day_Middle
famotidine	15 day	Middle	685.0	15.0	42.6	62.1	21.9	35.2	3.7	127.6	95.4	23.0	1.0	0.0	3.0	71.0	12.1	19.6	217.0	1197.0	73.0	98.0	149.0	0.17	0.1	218.0	20.0	0.4	140.0	4.1	104.0	10.8	7.4	5.7	3.6	1.7	70.0	45.0	115.0	1.0	famotidine_15 day_Middle
famotidine	15 day	Middle	657.0	13.4	39.6	60.3	20.4	33.8	5.4	121.2	81.6	8.0	1.0	0.0	2.0	87.0	12.2	17.4	241.0	1117.0	81.0	108.0	149.0	0.16	0.11	227.0	17.0	0.5	141.0	4.8	103.0	10.3	7.5	5.6	3.4	1.5	66.0	44.0	185.0	2.0	famotidine_15 day_Middle
famotidine	29 day	Middle	756.0	15.2	43.5	57.5	20.1	34.9	2.7	89.0	177.5	14.0	1.0	0.0	1.0	82.0	12.6	21.1	193.0	520.0	56.0	95.0	121.0	0.14	0.06	234.0	15.0	0.6	141.0	3.8	103.0	9.9	7.0	5.7	3.2	1.3	50.0	27.0	96.0	0.0	famotidine_29 day_Middle
famotidine	29 day	Middle	755.0	15.7	43.8	58.0	20.8	35.8	2.1	107.0	82.2	11.0	2.0	0.0	1.0	85.0	12.4	21.5	241.0	551.0	71.0	152.0	143.0	0.19	0.11	211.0	20.0	0.5	141.0	4.0	104.0	10.4	6.8	5.9	3.2	1.2	67.0	36.0	226.0	1.0	famotidine_29 day_Middle
famotidine	29 day	Middle	773.0	15.5	43.1	55.7	20.0	35.9	1.7	106.0	101.7	15.0	1.0	0.0	2.0	80.0	12.8	18.3	212.0	728.0	61.0	47.0	111.0	0.15	0.07	190.0	16.0	0.5	142.0	3.7	104.0	10.8	6.8	6.0	3.5	1.4	89.0	39.0	142.0	1.0	famotidine_29 day_Middle
famotidine	29 day	Middle	779.0	15.3	43.2	55.5	19.6	35.4	2.5	97.7	107.6	15.0	2.0	0.0	2.0	80.0	12.4	20.2	219.0	586.0	70.0	56.0	126.0	0.13	0.06	226.0	15.0	0.6	140.0	3.8	104.0	10.3	6.8	6.0	3.3	1.2	62.0	31.0	211.0	1.0	famotidine_29 day_Middle
famotidine	29 day	Middle	778.0	15.2	43.1	55.4	19.5	35.2	2.6	101.8	113.2	12.0	1.0	0.0	2.0	84.0	12.1	20.1	238.0	663.0	85.0	81.0	164.0	0.12	0.06	228.0	17.0	0.5	141.0	3.8	102.0	10.8	7.6	6.0	3.4	1.3	66.0	43.0	128.0	2.0	famotidine_29 day_Middle
famotidine	8 day	High	593.0	12.9	36.1	61.0	21.7	35.6	5.9	137.3	121.2	16.0	1.0	0.0	2.0	79.0	11.5	21.9	217.0	1037.0	78.0	48.0	143.0	0.15	0.09	194.0	16.0	0.4	140.0	3.9	101.0	10.9	7.1	5.9	3.7	1.7	79.0	42.0	221.0	1.0	famotidine_8 day_High
famotidine	8 day	High	649.0	13.9	39.0	60.0	21.4	35.6	5.5	121.9	152.3	16.0	1.0	0.0	3.0	79.0	11.9	20.2	219.0	1246.0	86.0	60.0	159.0	0.13	0.08	181.0	15.0	0.4	139.0	4.3	104.0	10.7	7.7	5.4	3.4	1.7	70.0	39.0	133.0	1.0	famotidine_8 day_High
famotidine	8 day	High	594.0	13.4	37.2	62.6	22.5	35.9	5.9	109.6	83.9	19.0	1.0	0.0	3.0	75.0	12.4	19.7	225.0	807.0	75.0	101.0	140.0	0.16	0.11	194.0	14.0	0.4	141.0	4.3	104.0	10.6	6.5	5.6	3.3	1.4	60.0	32.0	163.0	1.0	famotidine_8 day_High
famotidine	8 day	High	681.0	13.9	39.4	57.9	20.4	35.3	4.5	114.6	97.0	29.0	2.0	0.0	3.0	65.0	12.2	20.6	228.0	1089.0	82.0	71.0	153.0	0.15	0.08	181.0	13.0	0.4	143.0	4.1	105.0	10.9	6.9	5.7	3.5	1.6	73.0	37.0	137.0	1.0	famotidine_8 day_High
famotidine	8 day	High	655.0	13.9	39.4	60.2	21.3	35.3	5.5	129.7	83.3	18.0	1.0	0.0	3.0	77.0	12.5	24.9	228.0	757.0	74.0	67.0	143.0	0.14	0.08	168.0	15.0	0.5	141.0	4.1	104.0	10.9	8.5	5.6	3.2	1.3	67.0	33.0	266.0	1.0	famotidine_8 day_High
famotidine	15 day	High	650.0	13.9	41.0	63.2	21.5	34.0	4.9	106.3	97.0	19.0	1.0	0.0	2.0	77.0	12.6	20.6	228.0	738.0	50.0	50.0	93.0	0.15	0.08	186.0	15.0	0.5	141.0	3.8	103.0	10.4	7.6	6.0	3.6	1.5	68.0	40.0	152.0	1.0	famotidine_15 day_High
famotidine	15 day	High	645.0	13.6	40.7	63.1	21.0	33.4	5.5	112.9	114.0	23.0	1.0	0.0	3.0	72.0	13.5	35.8	234.0	776.0	67.0	64.0	122.0	0.15	0.09	200.0	20.0	0.5	140.0	4.7	104.0	10.8	7.7	5.6	3.4	1.5	63.0	30.0	138.0	3.0	famotidine_15 day_High
famotidine	15 day	High	671.0	14.1	40.9	60.8	21.0	34.5	4.4	137.3	88.3	19.0	0.0	0.0	2.0	77.0	12.2	20.8	228.0	1043.0	73.0	79.0	144.0	0.15	0.08	183.0	14.0	0.5	141.0	3.7	105.0	10.9	6.8	5.9	3.6	1.6	70.0	35.0	120.0	1.0	famotidine_15 day_High
famotidine	15 day	High	646.0	14.0	40.6	62.9	21.7	34.5	5.0	114.2	173.2	17.0	1.0	0.0	2.0	78.0	12.4	19.9	219.0	663.0	82.0	44.0	143.0	0.13	0.06	206.0	17.0	0.5	140.0	3.7	102.0	10.9	7.4	5.8	3.6	1.6	58.0	36.0	121.0	2.0	famotidine_15 day_High
famotidine	15 day	High	669.0	13.8	40.1	60.0	20.6	34.4	4.3	117.7	86.0	15.0	1.0	0.0	2.0	80.0	11.7	19.8	231.0	970.0	90.0	97.0	172.0	0.15	0.08	208.0	16.0	0.5	141.0	3.8	103.0	10.9	7.4	6.0	3.6	1.5	64.0	42.0	279.0	1.0	famotidine_15 day_High
famotidine	29 day	High	777.0	15.7	43.6	56.1	20.2	36.0	2.1	114.2	125.5	9.0	1.0	0.0	2.0	87.0	11.9	20.5	217.0	910.0	63.0	102.0	137.0	0.15	0.08	227.0	19.0	0.6	142.0	3.5	101.0	10.3	7.0	6.1	3.5	1.3	64.0	40.0	128.0	2.0	famotidine_29 day_High
famotidine	29 day	High	751.0	15.5	43.3	57.7	20.7	35.9	1.7	88.1	113.5	10.0	2.0	0.0	1.0	86.0	13.1	22.0	212.0	632.0	65.0	63.0	116.0	0.13	0.05	216.0	17.0	0.5	141.0	3.9	103.0	9.7	6.6	5.7	3.3	1.4	54.0	28.0	109.0	1.0	famotidine_29 day_High
famotidine	29 day	High	792.0	15.8	44.2	55.7	19.9	35.7	1.8	91.6	96.3	12.0	1.0	0.0	2.0	83.0	12.3	20.0	249.0	557.0	70.0	60.0	125.0	0.15	0.09	190.0	17.0	0.6	142.0	3.6	104.0	10.6	6.3	6.2	3.6	1.4	70.0	35.0	114.0	1.0	famotidine_29 day_High
famotidine	29 day	High	820.0	15.4	44.4	54.1	18.8	34.8	2.5	106.5	98.0	13.0	1.0	0.0	1.0	83.0	12.6	22.5	219.0	854.0	61.0	61.0	117.0	0.14	0.08	245.0	17.0	0.5	142.0	4.3	103.0	10.5	7.9	6.0	3.3	1.2	66.0	45.0	101.0	2.0	famotidine_29 day_High
famotidine	29 day	High	843.0	15.9	44.8	53.2	18.9	35.5	1.5	100.4	137.1	11.0	1.0	0.0	1.0	85.0	12.8	22.3	214.0	660.0	53.0	75.0	111.0	0.13	0.08	222.0	17.0	0.6	141.0	3.7	103.0	10.2	7.0	5.9	3.3	1.3	58.0	33.0	211.0	1.0	famotidine_29 day_High
ranitidine	8 day	Low	628.0	13.6	39.3	62.6	21.6	34.5	5.2	131.8	128.2	13.0	1.0	0.0	2.0	82.0	12.0	20.1	219.0	819.0	78.0	84.0	151.0	0.14	0.09	206.0	20.0	0.4	139.0	3.6	103.0	10.7	7.5	5.4	3.1	1.3	53.0	33.0	141.0	1.0	ranitidine_8 day_Low
ranitidine	8 day	Low	652.0	13.9	39.7	60.8	21.3	35.0	4.9	130.1	118.5	11.0	1.0	0.0	3.0	84.0	12.4	21.0	253.0	820.0	61.0	210.0	156.0	0.16	0.12	258.0	17.0	0.5	139.0	3.7	103.0	10.7	8.9	5.6	3.5	1.7	70.0	33.0	204.0	2.0	ranitidine_8 day_Low
ranitidine	8 day	Low	598.0	13.7	38.4	64.1	22.9	35.8	5.2	133.8	49.6	15.0	1.0	0.0	3.0	79.0	12.1	19.3	241.0	865.0	78.0	189.0	164.0	0.21	0.16	227.0	20.0	0.5	140.0	4.5	103.0	11.1	7.5	5.9	3.6	1.6	61.0	35.0	167.0	1.0	ranitidine_8 day_Low
ranitidine	8 day	Low	682.0	14.7	41.9	61.4	21.5	35.1	5.0	123.3	98.2	17.0	1.0	0.0	3.0	79.0	12.7	19.2	222.0	842.0	69.0	96.0	129.0	0.16	0.1	209.0	16.0	0.4	141.0	3.5	104.0	10.6	7.8	5.6	3.3	1.4	64.0	31.0	243.0	1.0	ranitidine_8 day_Low
ranitidine	8 day	Low	656.0	14.3	40.3	61.4	21.7	35.4	5.5	116.9	105.1	12.0	1.0	0.0	2.0	85.0	12.1	19.5	231.0	916.0	80.0	48.0	146.0	0.13	0.07	218.0	16.0	0.4	139.0	4.0	102.0	10.8	7.7	5.7	3.5	1.6	58.0	30.0	117.0	1.0	ranitidine_8 day_Low
ranitidine	15 day	Low	629.0	13.7	39.0	61.9	21.8	35.2	4.8	106.7	72.2	18.0	1.0	0.0	1.0	79.0	11.5	19.5	238.0	668.0	77.0	203.0	167.0	0.22	0.17	201.0	16.0	0.5	141.0	4.2	103.0	10.4	7.5	5.6	3.5	1.7	62.0	28.0	242.0	2.0	ranitidine_15 day_Low
